Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15,04:15,04h 00m,281.0,7 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 23551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:45,04:45,04h 00m,281.0,8 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2536,INDRA(A.C. Seater),01:15,04:30,03h 15m,340.0,1 Seat available,"3.8
21",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 23537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,06:00,04h 30m,281.0,5 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,07:00,03h 00m,281.0,17 Seats available,"3.5
75",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2653,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:40,07:40,03h 00m,281.0,32 Seats available,"3.7
50",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2855,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,09:30,04h 30m,269.0,14 Seats available,"4.0
14",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2214,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:15,09:45,04h 30m,281.0,34 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2659,INDRA(A.C. Seater),05:20,08:20,03h 00m,340.0,6 Seats available,"4.1
107",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 23547,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,10:15,04h 30m,281.0,34 Seats available,"3.5
3",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2889,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,09:00,03h 00m,281.0,6 Seats available,"3.7
85",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,10:15,04h 00m,281.0,29 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 3328,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:00,04h 30m,281.0,30 Seats available,"3.1
9",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2657,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,09:40,03h 00m,281.0,25 Seats available,"4.2
36",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 23889,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:00,10:40,03h 40m,269.0,31 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Gaganasri Travels,Non A/C Seater / Sleeper (2+1),23:50,03:30,03h 40m,5000.0,1 Seat available,New,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Sai Sree Travels,A/C Sleeper (2+1),00:50,03:45,02h 55m,890.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
NueGo,Electric A/C Seater (2+2),05:00,11:25,06h 25m,483.0,2 Seats available,"4.2
445",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),06:00,12:20,06h 20m,948.0,21 Seats available,"4.7
457",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
NueGo,Electric A/C Seater (2+2),06:00,11:45,05h 45m,569.0,13 Seats available,"4.5
212",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
AdGKT TRAVELS,A/C Seater/Sleeper (2+1),22:15,04:10,05h 55m,902.0,26 Seats available,"4.3
93",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
NueGo,Electric A/C Seater (2+2),07:00,12:45,05h 45m,379.0,6 Seats available,"4.2
319",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),07:15,13:30,06h 15m,748.0,24 Seats available,"4.6
434",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),17:30,00:35,07h 05m,499.0,35 Seats available,"4.5
460",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
NueGo,Electric A/C Seater (2+2),09:00,14:45,05h 45m,379.0,12 Seats available,"4.1
362",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
NueGo,Electric A/C Seater (2+2),11:00,17:25,06h 25m,577.0,6 Seats available,"4.0
523",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
FRESHBUS,Electric A/C Seater (2+2),23:15,05:15,06h 00m,499.0,26 Seats available,"4.5
311",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,03:00,07h 45m,899.0,11 Seats available,"4.4
37",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:20,03:25,08h 05m,1090.0,16 Seats available,"4.0
41",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),19:24,03:15,07h 51m,1190.0,11 Seats available,"4.2
4",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
S R Travels,Non A/C Seater / Sleeper (2+1),19:30,03:30,08h 00m,1190.0,28 Seats available,"3.5
30",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:00,02:00,06h 00m,986.0,27 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,04:00,07h 55m,799.0,17 Seats available,"4.1
42",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
CGR Travels,Non A/C Seater / Sleeper (2+1),20:10,04:40,08h 30m,1000.0,5 Seats available,"4.1
134",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),20:10,05:45,09h 35m,800.0,17 Seats available,"3.7
328",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,04:00,07h 45m,799.0,11 Seats available,"3.7
108",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
CGR Travels,Non A/C Seater / Sleeper (2+1),20:15,04:45,08h 30m,900.0,9 Seats available,"4.1
352",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),20:25,05:00,08h 35m,800.0,37 Seats available,"3.0
44",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
PRL BUS,A/C Seater / Sleeper (2+1),20:30,04:00,07h 30m,900.0,44 Seats available,"4.0
76",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,04:00,07h 20m,749.0,29 Seats available,"4.0
90",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
HARITHA TRAVELS,A/C Seater / Sleeper (2+1),20:40,04:30,07h 50m,998.0,33 Seats available,"4.6
6",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:40,04:30,07h 50m,700.0,6 Seats available,"4.1
261",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,06:20,08h 15m,499.0,33 Seats available,"4.3
69",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,699.0,13 Seats available,"4.4
134",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,450.0,22 Seats available,"4.0
310",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:15,06h 35m,750.0,28 Seats available,"3.4
34",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:00,06h 20m,700.0,30 Seats available,"3.8
22",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,600.0,31 Seats available,"4.3
174",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:45,06:00,07h 15m,400.0,39 Seats available,"4.2
24",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),22:45,04:35,05h 50m,700.0,14 Seats available,"4.1
182",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,06:55,08h 10m,450.0,18 Seats available,"3.7
323",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
INDHU BUS,Non A/C Seater / Sleeper (2+1),22:55,04:40,05h 45m,599.0,31 Seats available,"3.6
99",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 5118,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,04:20,02h 50m,277.0,26 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9035,Express(Non AC Seater),04:00,07:00,03h 00m,186.0,36 Seats available,"4.2
94",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9057,Express(Non AC Seater),04:30,07:45,03h 15m,186.0,44 Seats available,"4.2
39",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9129,Express(Non AC Seater),05:00,08:25,03h 25m,186.0,45 Seats available,"3.9
72",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9037,Express(Non AC Seater),05:30,08:55,03h 25m,186.0,41 Seats available,"4.1
55",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5650,Express(Non AC Seater),06:00,10:25,04h 25m,186.0,40 Seats available,"4.2
55",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 47053,Express(Non AC Seater),07:30,10:50,03h 20m,186.0,42 Seats available,"4.1
102",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5753,Express(Non AC Seater),08:45,12:10,03h 25m,186.0,44 Seats available,"4.3
9",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9602,Express(Non AC Seater),09:30,13:55,04h 25m,186.0,43 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5671,Express(Non AC Seater),10:30,13:55,03h 25m,186.0,37 Seats available,"3.9
69",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9045,Express(Non AC Seater),11:00,14:25,03h 25m,186.0,45 Seats available,"4.3
66",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5514,Express(Non AC Seater),11:20,15:45,04h 25m,220.0,28 Seats available,"3.7
3",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5647,Express(Non AC Seater),12:00,15:25,03h 25m,186.0,47 Seats available,"3.8
62",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9043,Express(Non AC Seater),12:30,15:50,03h 20m,186.0,45 Seats available,"4.5
56",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5398,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:45,16:45,04h 00m,229.0,34 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9019,Express(Non AC Seater),12:45,17:10,04h 25m,186.0,46 Seats available,"3.6
37",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:45,03h 45m,256.0,31 Seats available,"4.4
78",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 47224,Express(Non AC Seater),14:45,18:05,03h 20m,220.0,41 Seats available,"4.4
44",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9047,Express(Non AC Seater),15:30,18:55,03h 25m,186.0,43 Seats available,"3.7
40",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9007,Express(Non AC Seater),15:45,19:45,04h 00m,186.0,31 Seats available,"3.9
60",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:30,06:00,05h 30m,399.0,20 Seats available,"3.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),00:30,05:10,04h 40m,332.0,11 Seats available,"3.4
12",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:50,05:40,04h 50m,399.0,17 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,A/C Seater / Sleeper (2+1),01:10,06:00,04h 50m,399.0,32 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,A/C Seater / Sleeper (2+1),01:10,06:00,04h 50m,399.0,27 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 3473,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,08:00,04h 30m,281.0,30 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,08:30,04h 30m,281.0,22 Seats available,"4.8
20",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,09:00,04h 30m,281.0,34 Seats available,"3.4
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3333,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,08:25,03h 40m,281.0,19 Seats available,"4.4
61",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,09:30,04h 30m,281.0,34 Seats available,"4.7
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:15,09:00,03h 45m,269.0,22 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:00,04h 30m,281.0,23 Seats available,"3.0
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 27084,METRO LUXURY A/C,05:35,09:30,03h 55m,383.0,13 Seats available,"4.3
87",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2582,INDRA(A.C. Seater),06:00,10:00,04h 00m,340.0,5 Seats available,"4.5
82",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,09:50,03h 40m,281.0,26 Seats available,"3.3
47",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3325,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,10:35,04h 15m,281.0,21 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 4906,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:40,05h 10m,281.0,9 Seats available,"4.7
2",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2218,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,11:10,04h 30m,281.0,34 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:15,11:45,04h 30m,281.0,34 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:15,13:00,05h 45m,281.0,34 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2838,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,11:30,04h 00m,281.0,32 Seats available,"2.0
11",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 27152,METRO LUXURY A/C,07:30,11:30,04h 00m,383.0,7 Seats available,"4.7
58",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 4867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,12:30,04h 45m,281.0,24 Seats available,"4.5
3",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,12:30,04h 30m,281.0,32 Seats available,"4.3
10",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 37870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,12:25,04h 10m,281.0,34 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,1090.0,19 Seats available,"3.6
2",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,990.0,5 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai Sree Travels,A/C Sleeper (2+1),22:00,02:30,04h 30m,999.0,25 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Gaganasri Travels,Non A/C Seater / Sleeper (2+1),23:10,03:00,03h 50m,5000.0,1 Seat available,New,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:35,23:35,04h 00m,999.0,27 Seats available,"4.6
171",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Sleeper (2+1),20:15,00:10,03h 55m,1496.0,20 Seats available,"4.5
24",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),20:35,00:20,03h 45m,1304.0,23 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Sugama Tourist,NON A/C Sleeper (2+1),22:45,03:00,04h 15m,850.0,14 Seats available,"4.6
15",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,03:30,03h 31m,800.0,28 Seats available,"3.7
27",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),20:35,00:05,03h 30m,1465.0,16 Seats available,"5.0
6",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:05,02:10,04h 05m,962.0,26 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
BRS Travels,A/C Seater / Sleeper (2+1),21:00,02:00,05h 00m,900.0,16 Seats available,"3.4
21",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Go Tour Travels and Holidays,A/C Sleeper (2+1),22:45,02:15,03h 30m,1549.0,25 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Sri Munirathnam Travels,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,22:55,02h 55m,504.0,36 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 9036,Express(Non AC Seater),08:30,12:55,04h 25m,186.0,2 Seats available,"4.0
44",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9058,Express(Non AC Seater),09:15,13:40,04h 25m,186.0,9 Seats available,"4.3
26",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9130,Express(Non AC Seater),10:30,14:55,04h 25m,186.0,37 Seats available,"4.4
23",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,15:00,04h 30m,277.0,12 Seats available,"4.6
12",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9038,Express(Non AC Seater),11:00,15:25,04h 25m,186.0,41 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47172,INDRA(A.C. Seater),11:00,14:45,03h 45m,359.0,9 Seats available,"4.3
26",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5352,Express(Non AC Seater),11:15,15:40,04h 25m,186.0,42 Seats available,"4.2
21",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,16:00,04h 30m,277.0,30 Seats available,"3.8
14",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:30,04h 30m,277.0,21 Seats available,"3.7
23",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47245,Express(Non AC Seater),13:15,17:40,04h 25m,186.0,28 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 6842,Express(Non AC Seater),13:30,18:00,04h 30m,186.0,19 Seats available,"2.9
15",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5751,Express(Non AC Seater),14:15,18:55,04h 40m,186.0,20 Seats available,"3.5
7",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:50,04h 20m,277.0,11 Seats available,"3.7
36",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
